OverallQual,GrLivArea,GarageCars,TotalBsmtSF,1stFlrSF,FullBath,YearBuilt
5,1902,2.0,1100.0,1226,2,1923
6,1716,2.0,810.0,1170,2,1915
6,1984,1.0,1242.0,1242,2,1910
6,1609,1.0,796.0,825,1,1910
6,768,2.0,768.0,768,1,1930
6,1536,1.0,768.0,768,1,1952
6,1969,2.0,1272.0,1272,2,1938
5,1308,2.0,880.0,880,2,1915
6,1040,2.0,1040.0,1040,1,1925
6,1236,1.0,768.0,788,2,1925
5,759,2.0,451.0,759,1,1912
3,1344,0.0,536.0,808,2,1915
5,1054,1.0,1046.0,1054,1,1947
5,1075,2.0,981.0,1075,1,1963
6,1096,2.0,1008.0,1096,1,1978
5,992,1.0,992.0,992,1,1967
6,1034,2.0,450.0,1034,1,1978
5,1073,1.0,1073.0,1073,1,1967
5,1126,2.0,1060.0,1126,1,1984
5,1140,2.0,1300.0,1140,1,1920
5,960,1.0,960.0,960,1,1963
6,1188,2.0,988.0,1188,1,1956
5,1721,2.0,988.0,1721,2,1960
5,1350,3.0,576.0,864,1,1941
5,904,3.0,864.0,904,1,1970
7,1524,2.0,1524.0,1524,2,1979
7,1079,1.0,570.0,617,1,1948
5,1518,0.0,1580.0,1518,1,1940
5,1509,1.0,1509.0,1509,1,1956
5,864,0.0,864.0,864,1,1975
6,1269,1.0,621.0,621,1,1962
6,2814,2.0,1077.0,1093,2,1995
7,1626,2.0,1602.0,1626,2,1994
7,2200,2.0,812.0,1101,2,1993
7,2037,2.0,672.0,1302,2,1996
7,1356,2.0,628.0,628,2,2007
8,1615,3.0,1615.0,1615,2,2007
9,2276,3.0,2271.0,2276,2,2008
9,1766,3.0,1751.0,1766,2,2008
8,1511,3.0,1401.0,1511,2,1995
6,1643,2.0,1182.0,1643,2,1966
5,990,2.0,990.0,990,1,1994
7,1418,2.0,1418.0,1418,2,1997
6,1771,2.0,864.0,872,2,1997
7,1652,2.0,782.0,782,2,2000
7,1823,2.0,928.0,928,2,2000
5,1174,2.0,864.0,1174,1,1978
5,1076,2.0,1076.0,1076,1,1975
5,1558,2.0,864.0,1558,2,1975
7,2161,2.0,1257.0,1290,2,2001
9,1947,3.0,1357.0,1366,2,2001
8,1786,3.0,1778.0,1786,2,2002
7,2327,2.0,1129.0,1129,2,2003
8,1764,2.0,850.0,886,2,1999
6,848,2.0,848.0,848,1,2004
6,1838,3.0,1838.0,1838,2,1997
7,1445,2.0,1445.0,1445,2,2004
7,1564,3.0,1564.0,1564,2,2007
7,1361,2.0,1351.0,1361,2,2007
5,1092,1.0,1092.0,1092,1,1966
5,1033,2.0,456.0,1033,1,1976
6,1127,2.0,1127.0,1127,1,1976
6,1117,2.0,1029.0,1117,1,1977
6,1398,2.0,684.0,684,1,1976
5,3820,2.0,0.0,3820,3,1959
4,1152,0.0,0.0,1152,2,1955
4,1152,0.0,0.0,1152,2,1955
4,784,0.0,784.0,784,1,1955
5,1053,0.0,585.0,585,1,1938
5,1137,0.0,0.0,929,1,1947
4,930,1.0,911.0,930,1,1953
4,1204,1.0,416.0,1204,1,1954
4,1292,1.0,949.0,949,1,1923
7,1424,1.0,1228.0,1424,2,1921
6,1920,2.0,960.0,960,2,1930
6,1316,1.0,644.0,672,1,1926
6,1264,2.0,676.0,676,1,1914
8,1512,1.0,798.0,798,2,1925
6,1603,2.0,784.0,819,1,1923
5,1938,1.0,942.0,1265,2,1937
5,1374,1.0,884.0,932,1,1938
6,1091,1.0,1091.0,1091,1,1951
8,1873,2.0,608.0,983,1,1935
7,2161,2.0,832.0,1218,2,1950
5,1898,2.0,1898.0,1898,2,1956
6,1032,2.0,516.0,516,1,1980
6,919,1.0,894.0,919,1,1926
6,1090,1.0,720.0,760,1,1940
5,1200,0.0,780.0,780,1,1930
5,1656,1.0,624.0,1092,1,1967
5,912,1.0,520.0,912,1,1930
5,1955,1.0,1151.0,1151,2,1958
1,733,2.0,0.0,733,1,1952
4,1361,1.0,173.0,825,1,1895
4,1049,1.0,356.0,671,1,1910
4,864,1.0,592.0,432,1,1920
8,1648,2.0,1596.0,1648,2,2007
7,1646,2.0,1594.0,1646,2,2004
7,2032,3.0,1840.0,2032,3,1996
7,1820,3.0,910.0,910,2,1996
5,1872,2.0,0.0,936,2,1976
4,1689,2.0,1680.0,1689,2,1991
7,1501,2.0,1277.0,1501,2,1986
8,1537,3.0,1518.0,1537,2,2006
8,1780,2.0,920.0,920,2,2007
5,1442,2.0,352.0,712,2,2006
7,1612,3.0,796.0,796,2,2008
6,1495,2.0,1495.0,1495,2,1989
6,1256,2.0,1256.0,1256,2,1986
8,1440,2.0,1432.0,1440,2,2003
6,1675,2.0,1666.0,1675,2,1999
8,1728,2.0,1884.0,1728,2,2007
8,1964,3.0,1964.0,1964,2,2005
7,1344,4.0,1344.0,1344,2,1997
5,1092,0.0,1092.0,1092,1,2007
6,1189,2.0,1189.0,1189,2,1997
4,1200,3.0,1200.0,1200,1,1964
5,1040,2.0,1040.0,1040,1,1975
5,1475,1.0,550.0,925,2,1976
4,988,1.0,526.0,526,1,1973
4,988,1.0,462.0,526,1,1973
5,1160,1.0,1113.0,1160,1,1968
6,1092,0.0,546.0,546,2,1970
5,816,1.0,816.0,816,1,1983
5,845,1.0,845.0,845,1,1982
5,889,2.0,864.0,889,1,1984
5,1836,1.0,686.0,1150,2,1900
6,1587,2.0,1587.0,1587,2,1971
6,1384,2.0,384.0,754,2,1997
6,1694,2.0,392.0,924,2,1994
6,1714,2.0,923.0,947,2,1999
7,1553,2.0,691.0,691,2,1996
6,2299,2.0,938.0,957,3,1999
7,1187,2.0,1168.0,1187,2,1992
6,1642,2.0,903.0,910,2,1993
6,1128,2.0,1302.0,1128,1,1964
8,1179,2.0,1166.0,1179,2,1988
8,1321,2.0,1312.0,1321,1,1990
8,2541,3.0,1149.0,1164,3,2005
9,2338,3.0,2660.0,2338,2,2006
5,1424,3.0,1100.0,1424,1,1969
9,1612,2.0,1612.0,1612,2,2006
8,2234,2.0,2220.0,2234,1,2006
10,2042,3.0,1742.0,2042,2,2006
6,1284,2.0,1284.0,1284,2,1984
7,1479,2.0,725.0,725,2,1981
7,1664,2.0,1529.0,1664,2,1978
7,1930,2.0,780.0,1085,2,1979
6,1177,2.0,1153.0,1177,2,1984
6,1353,2.0,1259.0,1353,2,1979
6,1220,2.0,1625.0,1220,2,1971
7,1324,2.0,1228.0,1324,2,1976
6,1877,2.0,1084.0,1084,2,1974
5,1422,2.0,925.0,1422,1,1970
5,914,1.0,914.0,914,1,1970
4,914,1.0,914.0,914,1,1961
6,1337,2.0,1337.0,1337,2,2001
6,1337,2.0,1405.0,1337,2,1997
6,1092,1.0,525.0,525,1,1973
6,1218,1.0,672.0,672,1,1973
7,1055,1.0,1061.0,1055,2,1978
5,988,1.0,988.0,988,1,1966
9,1816,3.0,1790.0,1816,2,2006
8,1694,3.0,1694.0,1694,2,2006
8,2122,3.0,2108.0,2122,2,2007
9,2656,3.0,1934.0,1943,2,2007
8,2550,3.0,1108.0,1148,2,2006
10,2046,3.0,1994.0,2046,2,2005
9,2552,3.0,2552.0,2552,2,2007
9,2758,3.0,1704.0,1722,2,2005
10,2290,3.0,2320.0,2290,2,2007
8,2152,2.0,1582.0,1582,2,2007
8,2100,3.0,918.0,958,2,2007
9,1802,3.0,1802.0,1802,2,2006
8,2956,3.0,1706.0,1718,2,2004
8,2385,3.0,1317.0,1217,2,2003
8,1818,3.0,895.0,895,2,2007
7,1614,3.0,1614.0,1614,2,2005
8,1721,2.0,1721.0,1721,2,2005
8,1828,3.0,1298.0,1298,2,2006
6,1302,2.0,1302.0,1302,1,2005
6,1302,2.0,1302.0,1302,1,2005
6,1362,2.0,1362.0,1362,2,2005
8,1554,2.0,1554.0,1554,2,2006
9,1577,2.0,1577.0,1577,2,2005
8,1324,2.0,1324.0,1324,2,2006
7,1405,2.0,1405.0,1405,2,2003
6,1496,2.0,768.0,768,3,2007
6,1536,2.0,768.0,768,2,2005
7,1458,2.0,608.0,608,2,2006
6,1495,2.0,738.0,738,2,2006
6,1746,3.0,698.0,698,2,2006
6,1326,2.0,1326.0,1326,2,2005
6,1504,2.0,752.0,752,2,2007
7,1456,2.0,728.0,728,2,2007
7,1258,2.0,1246.0,1258,2,2007
8,1589,3.0,1406.0,1589,2,2003
7,1266,2.0,1266.0,1266,2,2007
7,1119,2.0,835.0,1119,2,2004
7,1374,2.0,384.0,744,2,2004
7,1525,2.0,1510.0,1525,2,2006
7,1394,2.0,384.0,754,2,2003
7,1948,2.0,847.0,847,2,2003
7,1995,2.0,854.0,864,2,2002
6,1690,2.0,915.0,940,2,2000
6,1644,2.0,941.0,961,2,1999
8,2551,3.0,1779.0,1779,2,1997
9,3078,3.0,1408.0,1671,2,1998
8,2582,3.0,1389.0,1411,2,1998
7,2385,3.0,1066.0,1108,2,1998
8,2202,2.0,1105.0,1105,2,1992
8,2538,3.0,1325.0,1335,2,1996
7,1369,2.0,1369.0,1369,2,2007
8,1542,3.0,1542.0,1542,2,2007
8,1534,2.0,1524.0,1534,2,2006
10,1966,3.0,1966.0,1966,2,2007
7,1528,2.0,1528.0,1528,3,2007
8,1538,2.0,1538.0,1538,2,2005
7,1506,2.0,1494.0,1506,2,2005
7,1977,3.0,982.0,982,2,2006
8,1830,3.0,1302.0,1302,2,2006
8,1338,2.0,1338.0,1338,2,2007
7,1335,2.0,1335.0,1335,2,2006
8,1792,2.0,896.0,896,2,2007
5,1588,2.0,725.0,725,3,2007
8,1880,3.0,955.0,955,2,2007
8,1584,2.0,1574.0,1584,2,2007
8,1685,3.0,1685.0,1685,2,2006
6,2443,3.0,1158.0,1158,2,2004
6,1100,0.0,1100.0,1100,1,2006
7,1143,0.0,1143.0,1143,1,2006
5,1094,2.0,1094.0,1094,1,2003
7,1486,2.0,1461.0,1486,2,2006
6,1820,2.0,864.0,920,2,1993
6,1266,1.0,630.0,630,1,1980
5,894,1.0,894.0,894,1,1977
5,1040,2.0,1040.0,1040,1,1968
7,2503,2.0,1223.0,1271,2,1990
5,1037,2.0,1037.0,1037,1,1974
6,1055,2.0,1044.0,1055,1,1973
8,1378,2.0,1378.0,1378,2,2004
8,1151,2.0,1141.0,1151,2,2006
8,1565,2.0,1511.0,1565,2,2006
7,1352,2.0,1352.0,1352,2,2006
8,1550,2.0,1550.0,1550,2,2006
6,1501,2.0,744.0,757,2,1999
6,1573,2.0,756.0,769,2,2000
7,1358,2.0,1339.0,1358,2,1999
8,2048,2.0,1054.0,1072,2,2003
8,2362,2.0,1220.0,1220,2,1998
8,1494,2.0,1494.0,1494,1,1994
7,2362,2.0,2002.0,2362,2,1980
8,2497,2.0,2461.0,2497,2,1981
6,1152,2.0,912.0,1152,1,1968
6,2411,2.0,1008.0,1403,2,1970
6,1082,2.0,973.0,1082,1,1969
6,1295,2.0,1295.0,1295,1,1968
7,1610,2.0,1124.0,1610,2,1972
7,1594,2.0,1594.0,1594,2,1993
7,2075,2.0,1148.0,1091,2,1993
6,1093,2.0,1093.0,1093,2,1966
6,1052,1.0,1052.0,1052,1,1963
5,1107,1.0,949.0,1107,1,1967
4,1224,3.0,0.0,1224,2,1964
5,1074,2.0,894.0,1074,1,1956
5,1187,2.0,864.0,1187,1,1961
5,964,2.0,964.0,964,1,1961
5,894,1.0,894.0,894,1,1960
7,1200,2.0,1174.0,1200,2,1966
6,1042,2.0,1042.0,1042,2,1965
6,2154,2.0,845.0,845,2,1964
6,1374,1.0,1130.0,1374,1,1964
6,1652,2.0,1592.0,1652,1,1959
5,908,2.0,822.0,908,1,1940
3,666,0.0,666.0,666,1,1946
3,670,0.0,370.0,442,1,1945
5,808,1.0,808.0,808,1,1958
5,1150,1.0,1078.0,1150,1,1955
5,1560,3.0,1560.0,1560,2,1968
5,1280,2.0,793.0,1280,2,1966
6,1254,2.0,1218.0,1254,1,1961
6,936,1.0,936.0,936,1,1957
5,1008,1.0,1008.0,1008,1,1956
5,1053,2.0,1053.0,1053,1,1963
5,1144,1.0,1144.0,1144,1,1960
6,1721,2.0,1331.0,1721,1,1957
5,922,1.0,922.0,922,1,1957
5,1411,1.0,1204.0,1411,1,1955
5,1216,1.0,1216.0,1216,1,1955
5,1154,1.0,864.0,1154,1,1953
5,1560,2.0,1560.0,1560,2,1958
6,948,2.0,948.0,948,1,1952
6,1040,1.0,1040.0,1040,1,1953
5,925,1.0,925.0,925,1,1956
4,1540,1.0,1190.0,1040,1,1955
5,925,1.0,923.0,925,1,1955
4,1647,1.0,1105.0,1647,1,1953
5,924,1.0,924.0,924,1,1952
4,1544,0.0,925.0,1000,2,1890
5,1728,1.0,1216.0,1216,1,1953
5,3086,3.0,666.0,1308,3,1935
4,1281,2.0,1151.0,845,2,1925
5,1534,0.0,736.0,751,1,1895
7,1651,1.0,725.0,1035,2,1963
5,888,1.0,920.0,888,1,1961
6,952,1.0,952.0,952,1,1968
5,1238,1.0,864.0,1238,1,1950
5,1040,1.0,1040.0,1040,1,1959
5,1170,1.0,1170.0,1170,1,1958
5,1242,1.0,1242.0,1242,1,1960
5,1377,1.0,1377.0,1377,1,1960
5,925,1.0,0.0,925,1,1961
5,864,1.0,864.0,864,1,1962
5,936,1.0,896.0,936,1,1962
5,960,2.0,850.0,960,1,1926
6,1296,2.0,845.0,866,1,1927
5,1022,1.0,1022.0,1022,1,1922
5,967,1.0,967.0,967,1,1920
5,1072,2.0,808.0,1072,1,1940
5,1174,2.0,680.0,680,1,1900
4,1141,1.0,570.0,761,1,1900
4,1798,2.0,1075.0,1156,2,1900
8,1772,2.0,725.0,909,2,1910
6,1642,1.0,728.0,914,1,1927
5,1232,2.0,616.0,616,1,1910
6,1650,2.0,926.0,991,2,1910
5,1358,1.0,687.0,687,1,1930
7,2454,2.0,819.0,1312,2,1879
4,968,1.0,0.0,968,1,1956
4,1382,1.0,0.0,1382,2,1949
5,1060,1.0,756.0,916,1,1925
5,1435,1.0,910.0,910,1,1950
5,1274,1.0,728.0,728,2,1939
6,1232,1.0,600.0,608,1,1939
5,884,1.0,884.0,884,1,1939
6,1409,2.0,861.0,861,1,1938
5,1322,1.0,672.0,899,1,1939
5,1426,1.0,966.0,1014,1,1930
5,1281,2.0,756.0,903,1,1926
6,2264,1.0,1100.0,1100,2,1918
6,1376,2.0,768.0,752,1,1920
5,1316,2.0,750.0,960,1,1926
7,1344,2.0,672.0,672,1,1929
5,1173,1.0,592.0,933,2,1901
5,1214,1.0,969.0,969,1,1901
6,2294,2.0,741.0,1497,3,1963
7,1952,1.0,976.0,976,1,1950
6,2180,2.0,1138.0,1138,1,1915
4,1315,2.0,808.0,838,2,1958
4,1484,1.0,771.0,866,2,1910
7,2267,2.0,1005.0,1262,1,1937
5,1282,1.0,672.0,778,1,1942
5,999,1.0,925.0,999,1,1963
5,1452,2.0,1420.0,1452,1,1964
4,1005,2.0,1005.0,1005,1,1964
5,1020,2.0,980.0,1020,2,1964
5,1040,1.0,1040.0,1040,1,1966
5,868,2.0,768.0,868,1,1971
5,897,1.0,876.0,897,1,1968
5,943,2.0,943.0,943,1,1967
5,912,1.0,912.0,912,1,1966
5,1375,1.0,1240.0,1375,1,1956
5,2654,2.0,671.0,1567,3,1920
7,1302,1.0,680.0,798,1,1940
6,1299,2.0,967.0,1299,1,1954
5,1176,1.0,1158.0,1176,1,1958
4,998,2.0,0.0,998,1,1945
6,1522,2.0,1190.0,1522,2,1984
5,1325,2.0,409.0,1325,2,1948
5,1630,2.0,1073.0,1630,2,1953
4,1242,1.0,484.0,1242,1,1946
6,2422,2.0,1288.0,2422,3,1954
6,1626,1.0,988.0,988,1,1954
5,864,1.0,864.0,864,1,1958
4,943,1.0,0.0,943,1,1958
5,1038,1.0,1038.0,1038,2,1984
5,1342,1.0,1342.0,1342,1,1951
5,1480,1.0,1080.0,1080,1,1951
4,1362,1.0,951.0,986,2,1920
6,1822,2.0,1105.0,1105,2,1984
7,1958,2.0,779.0,1029,2,1994
8,1651,3.0,1643.0,1651,2,2007
8,2140,3.0,2140.0,2140,2,2006
8,1651,3.0,1643.0,1651,2,2007
7,1546,3.0,1546.0,1546,2,2005
8,1500,2.0,1489.0,1500,2,2006
7,1270,2.0,1270.0,1270,2,2005
7,1795,2.0,879.0,879,2,2005
7,1873,2.0,929.0,946,2,1988
8,1743,2.0,966.0,1743,0,1976
5,1022,2.0,1022.0,1022,1,1994
6,1308,2.0,635.0,646,2,1997
5,990,1.0,990.0,990,1,1994
5,1097,1.0,1097.0,1097,1,1996
7,1873,2.0,988.0,988,2,1999
7,1753,2.0,853.0,853,2,1998
7,1690,2.0,845.0,845,2,2001
7,1842,2.0,985.0,985,2,2000
5,894,2.0,864.0,894,1,1974
5,1025,2.0,1015.0,1025,2,1976
5,1009,2.0,995.0,1009,2,1977
5,1040,2.0,1040.0,1040,1,1977
5,907,1.0,876.0,907,1,1977
5,879,2.0,864.0,879,1,1975
5,864,2.0,864.0,864,1,1972
4,875,2.0,385.0,875,1,1972
7,1673,2.0,1673.0,1673,2,2000
7,1932,2.0,979.0,992,2,2003
7,1729,2.0,860.0,860,2,2002
8,1592,2.0,1556.0,1592,2,1994
8,2439,2.0,1531.0,1531,2,2001
7,1992,2.0,860.0,1212,2,1996
8,1341,2.0,1341.0,1341,1,1999
7,1476,2.0,738.0,738,2,2007
7,1190,2.0,1169.0,1190,2,2005
6,1330,2.0,1330.0,1330,2,2006
7,1491,2.0,738.0,738,2,2006
5,1536,2.0,768.0,768,2,2005
5,936,1.0,936.0,936,1,1967
4,1088,2.0,1088.0,1088,1,1963
5,1351,2.0,901.0,901,1,1925
6,1179,2.0,1179.0,1179,1,1960
6,1044,2.0,960.0,1044,1,1976
5,2233,2.0,0.0,1100,2,1979
5,1408,2.0,734.0,734,2,2005
10,5095,3.0,5095.0,5095,2,2008
6,1072,2.0,547.0,1072,1,2005
5,960,1.0,960.0,960,1,1959
4,1152,0.0,0.0,1152,2,1955
5,1195,0.0,1195.0,1195,2,1946
6,865,1.0,660.0,740,1,1920
4,768,1.0,768.0,768,1,1955
4,864,2.0,864.0,864,1,1955
5,2592,0.0,1296.0,1296,2,1923
5,1422,1.0,1290.0,1422,1,1926
6,1298,1.0,651.0,759,2,1921
7,1098,1.0,531.0,567,1,1930
6,1436,1.0,585.0,851,1,1921
6,1461,1.0,686.0,686,1,1926
7,1718,2.0,851.0,867,2,1927
5,1226,2.0,0.0,1226,1,1951
4,1755,1.0,930.0,1230,2,1930
5,1355,2.0,728.0,760,2,1941
6,1560,2.0,1560.0,1560,1,1960
6,1488,2.0,1488.0,1488,2,1968
6,1045,2.0,516.0,529,1,1980
4,1680,2.0,1680.0,1680,2,1995
8,1020,2.0,1004.0,1020,1,1988
7,1696,2.0,1696.0,1696,2,1971
8,2726,2.0,279.0,2726,2,1986
6,1215,2.0,720.0,720,1,1940
5,1601,0.0,936.0,936,2,1925
5,1828,NA,859.0,942,2,1923
5,816,1.0,816.0,816,1,1922
2,845,1.0,0.0,640,1,1939
5,1991,0.0,957.0,1034,2,1895
4,1073,2.0,1073.0,1073,1,1957
5,1001,1.0,837.0,1001,1,1930
8,1625,2.0,1573.0,1625,2,2006
6,1299,2.0,1001.0,1299,2,1979
5,1392,3.0,1441.0,1392,2,2002
7,1409,2.0,1409.0,1409,1,2002
7,1478,2.0,1454.0,1478,2,1991
7,918,1.0,852.0,918,1,1975
6,1026,2.0,970.0,1026,1,1974
7,1501,2.0,1501.0,1501,2,1987
6,2279,2.0,585.0,2279,2,1958
7,1689,2.0,1689.0,1689,2,2006
8,1564,2.0,1546.0,1564,2,2006
7,1240,2.0,1265.0,1240,2,1985
8,1312,2.0,1267.0,1312,2,2001
8,1922,3.0,1922.0,1922,2,2002
6,1491,2.0,1491.0,1491,2,1996
7,2486,2.0,1122.0,1146,3,2003
10,1824,3.0,1824.0,1824,2,2006
3,2034,4.0,0.0,2034,1,1953
6,936,2.0,920.0,936,0,1996
4,1092,1.0,546.0,546,1,1972
4,992,1.0,530.0,530,1,1970
4,1092,0.0,546.0,546,1,1970
4,1092,1.0,546.0,546,1,1976
5,1008,2.0,923.0,1008,1,1977
6,1356,2.0,1244.0,1356,2,1977
5,1676,2.0,1160.0,1676,1,1977
5,1432,2.0,716.0,716,1,1977
5,796,0.0,796.0,796,1,1971
4,1608,1.0,1396.0,1608,1,1961
5,1178,2.0,1090.0,1178,1,1976
5,816,1.0,816.0,816,1,1983
5,887,1.0,864.0,887,1,1984
6,1293,2.0,1178.0,1293,2,1954
6,1024,1.0,1008.0,1024,1,1956
5,1797,3.0,1617.0,1797,1,1957
6,1390,2.0,1705.0,1390,1,1957
7,1851,2.0,1851.0,1851,2,1969
6,1525,2.0,813.0,813,2,1997
6,1671,2.0,781.0,781,2,1995
6,1776,2.0,821.0,821,2,1996
8,2064,2.0,1074.0,1074,2,2005
7,2212,3.0,1700.0,1700,2,2005
8,2687,2.0,2062.0,2079,2,1994
6,1169,2.0,1160.0,1169,2,1993
8,1204,2.0,1191.0,1204,2,1987
9,2798,3.0,1398.0,1414,3,2005
10,3390,3.0,1528.0,1528,3,2006
9,2473,3.0,1094.0,1102,2,2006
10,2698,3.0,1850.0,1850,2,2006
9,2795,3.0,1390.0,1390,3,2005
9,1714,2.0,1714.0,1714,2,2005
9,2000,3.0,1910.0,2000,2,2005
6,1102,2.0,988.0,1102,1,1980
7,1857,2.0,945.0,945,2,1978
7,1083,2.0,1047.0,1083,1,1976
7,2318,2.0,960.0,960,2,2005
6,1875,2.0,675.0,1109,3,1975
6,1103,2.0,1103.0,1103,2,1974
4,874,2.0,864.0,874,1,1971
6,1419,2.0,1487.0,1419,2,2002
6,1092,2.0,525.0,525,1,1973
5,1365,2.0,765.0,765,1,1973
6,1030,1.0,494.0,494,1,1972
6,948,1.0,483.0,483,1,1972
6,1092,1.0,525.0,525,1,1972
6,1069,2.0,1069.0,1069,2,1975
5,1387,1.0,943.0,1387,1,1967
7,1055,1.0,1055.0,1055,2,1976
6,1456,2.0,855.0,855,2,1976
9,2589,3.0,1738.0,1738,2,2006
8,1618,3.0,1618.0,1618,2,2004
7,1740,3.0,1721.0,1740,2,2006
9,1868,3.0,1868.0,1868,2,2005
9,2206,3.0,1090.0,1117,2,2005
9,2091,2.0,1606.0,1625,2,2005
8,2253,2.0,1209.0,1209,2,2005
8,2389,3.0,1054.0,1054,2,2006
8,2358,3.0,1524.0,1544,2,2005
9,1792,3.0,1792.0,1792,2,2005
9,1780,3.0,1780.0,1780,2,2004
8,1914,3.0,1420.0,1426,2,2004
9,1565,2.0,1560.0,1565,2,2005
9,1686,3.0,1686.0,1686,2,2006
9,1666,2.0,1666.0,1666,2,2006
6,1456,2.0,728.0,728,2,2005
7,1492,2.0,738.0,738,2,2006
6,1326,2.0,1326.0,1326,2,2006
8,2373,3.0,1052.0,1052,2,2004
7,1492,2.0,738.0,738,2,2006
7,1364,2.0,1220.0,1364,2,2006
7,1511,2.0,1368.0,1511,2,2002
7,1548,2.0,1365.0,1548,2,2004
7,1142,2.0,1142.0,1142,2,2005
7,1598,2.0,848.0,848,2,2004
6,1889,2.0,982.0,1008,2,2000
7,2322,3.0,1035.0,1082,3,2006
8,1976,3.0,1044.0,1079,2,1998
8,2234,3.0,1160.0,1205,2,2000
9,2855,3.0,1540.0,1540,2,2000
8,2726,3.0,1342.0,1358,2,1995
9,3500,3.0,1733.0,1933,3,1993
8,2494,3.0,1290.0,1305,2,1994
8,2799,3.0,1286.0,1565,2,1993
8,1964,2.0,1100.0,1116,2,2005
8,1670,3.0,1670.0,1670,2,2006
8,1504,2.0,1504.0,1504,2,2006
8,1278,2.0,1278.0,1278,2,2006
9,2640,3.0,2036.0,2036,3,2006
6,1716,2.0,858.0,858,2,2005
6,1142,0.0,1142.0,1142,1,2005
7,1400,2.0,1400.0,1400,2,2005
6,1131,0.0,1131.0,1131,1,2005
7,1686,2.0,891.0,891,2,2005
7,1585,2.0,784.0,831,2,2005
6,1837,2.0,941.0,941,2,1997
6,1731,2.0,836.0,844,2,1992
6,1398,2.0,1398.0,1398,2,1990
6,1217,2.0,1217.0,1217,2,1991
6,1320,2.0,636.0,636,2,1994
5,988,2.0,988.0,988,1,1962
6,1654,2.0,0.0,1286,2,1977
5,1211,2.0,864.0,1211,1,1962
5,984,1.0,984.0,984,1,1965
5,909,1.0,882.0,909,1,1968
5,925,2.0,925.0,925,1,1963
5,1024,1.0,1024.0,1024,1,1965
5,912,0.0,912.0,912,1,1964
5,941,1.0,912.0,941,1,1967
7,2646,2.0,1748.0,2151,2,1974
8,2826,3.0,1334.0,1520,2,1992
7,1143,2.0,1143.0,1143,1,2004
7,1223,2.0,600.0,520,2,2005
6,1524,2.0,756.0,768,2,2000
7,1080,2.0,530.0,530,2,2003
7,1694,1.0,569.0,854,2,1997
8,1568,2.0,1568.0,1568,2,2001
5,1193,2.0,1153.0,1193,2,1972
7,1334,2.0,1334.0,1334,2,1967
5,1051,2.0,1051.0,1051,1,1968
5,1770,2.0,900.0,884,1,1968
6,976,2.0,976.0,976,1,1968
5,898,1.0,833.0,898,1,1968
5,1051,1.0,1051.0,1051,1,1966
5,1141,1.0,1141.0,1141,1,1967
6,1565,1.0,1187.0,1565,2,1965
6,1488,2.0,1008.0,1488,1,1964
5,1440,2.0,720.0,720,1,1964
5,1248,1.0,1248.0,1248,1,1960
6,816,1.0,816.0,816,1,1934
5,1043,1.0,938.0,1043,1,1947
5,1433,2.0,1251.0,1433,1,1961
5,1624,1.0,1444.0,1624,1,1952
5,1216,1.0,1056.0,1216,1,1951
5,1728,1.0,704.0,1024,1,1949
5,936,1.0,936.0,936,1,1954
5,1584,2.0,1584.0,1584,2,1967
6,1246,2.0,1246.0,1246,1,1964
6,1008,2.0,1008.0,1008,1,1963
5,1364,1.0,1179.0,1364,1,1957
6,1336,2.0,1121.0,1336,1,1958
5,1370,1.0,1058.0,1370,1,1956
6,1124,1.0,1124.0,1124,1,1956
6,1050,1.0,1050.0,1050,1,1954
5,1008,1.0,1008.0,1008,1,1952
6,1575,2.0,216.0,1575,1,1951
5,1145,2.0,301.0,1145,1,1956
5,1005,1.0,1005.0,1005,1,1956
5,1056,1.0,1056.0,1056,1,1955
5,884,1.0,884.0,884,1,1951
7,2039,3.0,929.0,2039,1,1941
5,1384,2.0,1015.0,1384,1,1956
5,2640,3.0,2171.0,1392,2,1925
6,1312,2.0,784.0,900,1,1947
3,713,1.0,713.0,713,1,1930
3,715,2.0,715.0,715,1,1929
4,720,1.0,448.0,448,1,1900
6,1595,2.0,663.0,774,2,1915
4,1760,2.0,1077.0,981,1,1910
6,1146,1.0,1083.0,1146,1,1963
6,1207,1.0,1135.0,1207,1,1962
6,1773,2.0,1313.0,1773,2,1961
7,1472,2.0,0.0,1472,2,1959
7,2448,2.0,1438.0,1900,3,1962
4,1521,1.0,910.0,910,1,1950
3,1040,2.0,0.0,1040,2,1950
5,1556,0.0,1556.0,1556,2,1960
5,1150,1.0,1150.0,1150,1,1961
7,1045,2.0,1045.0,1045,1,1962
5,864,1.0,864.0,864,1,1962
5,1025,0.0,1025.0,1025,1,1962
5,2014,2.0,716.0,1007,2,1900
5,1668,1.0,1212.0,1226,1,1948
4,1657,1.0,1147.0,1147,1,1920
6,1416,2.0,780.0,940,1,1900
7,1428,2.0,712.0,848,1,1900
7,1004,1.0,502.0,502,1,1930
4,1951,2.0,938.0,1084,2,1900
6,1032,1.0,1032.0,1032,1,1924
5,844,1.0,844.0,844,1,1925
4,864,1.0,576.0,864,1,1950
3,1376,1.0,738.0,714,1,1905
5,960,2.0,960.0,960,1,1955
5,1566,2.0,816.0,816,1,1924
3,492,1.0,492.0,492,1,1921
6,1182,1.0,770.0,885,1,1945
3,840,1.0,798.0,840,1,1920
